,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),date
31241,85291,2017,9,5,-2.4,-5.7,3.4,2017-09-05
31242,85291,2017,9,6,-0.2,-5.2,11.4,2017-09-06
31243,85291,2017,9,7,0.0,-2.5,7.6,2017-09-07
31244,85291,2017,9,8,-0.7,-3.4,23.8,2017-09-08
31245,85291,2017,9,9,0.0,-3.4,32.4,2017-09-09
31246,85291,2017,9,10,4.0,-1.6,23.4,2017-09-10
31247,85291,2017,9,11,6.6,-0.7,0.2,2017-09-11
31248,85291,2017,9,12,7.9,2.7,0.4,2017-09-12
31249,85291,2017,9,13,3.3,2.7,3.2,2017-09-13
31250,85291,2017,9,14,0.6,-5.0,21.2,2017-09-14
31251,85291,2017,9,15,2.3,-3.8,11.2,2017-09-15
31252,85291,2017,9,16,-2.0,-4.0,22.4,2017-09-16
31253,85291,2017,9,17,7.1,-5.2,19.4,2017-09-17
31254,85291,2017,9,18,8.5,-2.3,0.0,2017-09-18
31255,85291,2017,9,19,-0.2,-2.6,7.8,2017-09-19
31256,85291,2017,9,20,8.3,-2.7,3.0,2017-09-20
31257,85291,2017,9,21,9.8,-0.3,0.0,2017-09-21
31258,85291,2017,9,22,14.6,5.4,0.0,2017-09-22
31518,85291,2018,6,9,3.5,1.5,1.8,2018-06-09
31519,85291,2018,6,10,6.7,0.0,2.2,2018-06-10
31520,85291,2018,6,11,5.0,0.4,0.0,2018-06-11
31521,85291,2018,6,12,3.0,0.7,1.8,2018-06-12
31522,85291,2018,6,13,0.2,-1.1,3.4,2018-06-13
31523,85291,2018,6,14,0.5,-1.7,5.4,2018-06-14
31524,85291,2018,6,15,-0.6,-1.1,8.2,2018-06-15
31525,85291,2018,6,16,-0.5,-3.4,7.4,2018-06-16
31526,85291,2018,6,17,,-3.1,11.2,2018-06-17
31527,85291,2018,6,18,0.0,,100.6,2018-06-18
31528,85291,2018,6,19,2.7,-2.6,59.0,2018-06-19
31529,85291,2018,6,20,4.3,-1.0,,2018-06-20
31530,85291,2018,6,21,4.0,-0.3,0.0,2018-06-21
31531,85291,2018,6,22,2.7,-1.7,0.0,2018-06-22
31532,85291,2018,6,23,1.3,-2.6,0.0,2018-06-23
31533,85291,2018,6,24,-0.6,-2.4,3.8,2018-06-24
31534,85291,2018,6,25,2.3,-2.4,0.0,2018-06-25
31535,85291,2018,6,26,4.9,-1.1,0.0,2018-06-26
31536,85291,2018,6,27,6.3,1.2,0.0,2018-06-27
31537,85291,2018,6,28,5.3,0.9,0.0,2018-06-28
31538,85291,2018,6,29,0.5,-1.1,0.0,2018-06-29
31539,85291,2018,6,30,-0.2,,3.6,2018-06-30
31540,85291,2018,7,1,0.0,-2.7,7.4,2018-07-01
31541,85291,2018,7,2,4.6,-2.0,0.6,2018-07-02
31542,85291,2018,7,3,7.4,-0.1,0.0,2018-07-03
31543,85291,2018,7,4,6.3,1.8,0.0,2018-07-04
31544,85291,2018,7,5,6.6,3.1,0.0,2018-07-05
31545,85291,2018,7,6,0.7,0.7,2.6,2018-07-06
31546,85291,2018,7,7,-0.1,-2.3,9.2,2018-07-07
31547,85291,2018,7,8,0.5,-2.5,23.6,2018-07-08
31548,85291,2018,7,9,0.1,-0.8,25.4,2018-07-09
31549,85291,2018,7,10,3.0,-3.5,6.0,2018-07-10
31550,85291,2018,7,11,2.4,-2.5,0.0,2018-07-11
31551,85291,2018,7,12,2.1,-2.8,0.0,2018-07-12
31552,85291,2018,7,13,-0.8,-2.9,2.4,2018-07-13
31553,85291,2018,7,14,3.6,-2.5,0.0,2018-07-14
31554,85291,2018,7,15,1.2,-3.2,0.0,2018-07-15
31555,85291,2018,7,16,1.3,-2.5,0.0,2018-07-16
31556,85291,2018,7,17,3.8,-1.2,0.0,2018-07-17
31557,85291,2018,7,18,0.4,-3.5,6.0,2018-07-18
31558,85291,2018,7,19,3.3,-2.3,0.0,2018-07-19
31559,85291,2018,7,20,,-3.7,5.4,2018-07-20
31560,85291,2018,7,21,-0.4,,,2018-07-21
31561,85291,2018,7,22,-0.2,-3.4,1.2,2018-07-22
31562,85291,2018,7,23,2.4,-3.7,0.0,2018-07-23
31563,85291,2018,7,24,1.1,-2.0,2.6,2018-07-24
31564,85291,2018,7,25,0.4,-1.9,11.8,2018-07-25
31565,85291,2018,7,26,1.7,-1.7,0.2,2018-07-26
31566,85291,2018,7,27,4.0,-1.5,0.0,2018-07-27
31567,85291,2018,7,28,7.1,1.5,0.0,2018-07-28
31568,85291,2018,7,29,0.4,0.4,4.6,2018-07-29
31569,85291,2018,7,30,-0.4,-3.3,5.2,2018-07-30
31570,85291,2018,7,31,0.3,-2.7,4.2,2018-07-31
31571,85291,2018,8,1,0.0,-2.0,10.6,2018-08-01
31572,85291,2018,8,2,6.2,-2.8,0.2,2018-08-02
31573,85291,2018,8,3,6.5,-1.0,0.0,2018-08-03
31574,85291,2018,8,4,1.4,-2.8,6.2,2018-08-04
31575,85291,2018,8,5,3.8,-1.9,0.0,2018-08-05
31576,85291,2018,8,6,-0.4,-1.9,4.6,2018-08-06
31577,85291,2018,8,7,-0.7,-3.9,5.0,2018-08-07
31578,85291,2018,8,8,0.3,-3.2,15.4,2018-08-08
31579,85291,2018,8,9,4.0,,8.2,2018-08-09
31580,85291,2018,8,10,4.3,-1.9,0.0,2018-08-10
31581,85291,2018,8,11,-0.6,-1.2,2.8,2018-08-11
31582,85291,2018,8,12,0.9,-4.4,15.4,2018-08-12
31583,85291,2018,8,13,2.1,-3.8,5.0,2018-08-13
31584,85291,2018,8,14,6.5,-0.7,0.2,2018-08-14
31585,85291,2018,8,15,2.6,-0.1,1.6,2018-08-15
31586,85291,2018,8,16,-0.8,-2.4,5.0,2018-08-16
31587,85291,2018,8,17,0.8,,,2018-08-17
31588,85291,2018,8,18,-1.5,-2.9,7.6,2018-08-18
31589,85291,2018,8,19,-1.8,-4.2,9.4,2018-08-19
31590,85291,2018,8,20,-1.0,-4.5,30.6,2018-08-20
31591,85291,2018,8,21,-0.2,-2.9,17.4,2018-08-21
31592,85291,2018,8,22,1.0,,,2018-08-22
31593,85291,2018,8,23,1.7,,2.8,2018-08-23
31594,85291,2018,8,24,4.5,-3.4,0.0,2018-08-24
31595,85291,2018,8,25,5.9,-0.6,0.0,2018-08-25
31596,85291,2018,8,26,4.4,0.2,0.0,2018-08-26
31597,85291,2018,8,27,-2.0,-4.6,8.4,2018-08-27
31598,85291,2018,8,28,-0.6,-6.6,1.0,2018-08-28
31599,85291,2018,8,29,4.7,-6.5,0.0,2018-08-29
31600,85291,2018,8,30,7.0,-2.2,0.0,2018-08-30
31601,85291,2018,8,31,1.7,0.2,4.0,2018-08-31
31602,85291,2018,9,1,0.0,-1.2,11.4,2018-09-01
31603,85291,2018,9,2,0.0,-4.2,19.2,2018-09-02
31604,85291,2018,9,3,3.3,-4.8,5.6,2018-09-03
31605,85291,2018,9,4,5.9,-1.9,0.2,2018-09-04
31606,85291,2018,9,5,6.6,1.0,0.0,2018-09-05
31607,85291,2018,9,6,4.5,2.3,0.2,2018-09-06
31608,85291,2018,9,7,1.4,,,2018-09-07
31609,85291,2018,9,8,4.0,-2.7,0.6,2018-09-08
31610,85291,2018,9,9,7.3,-0.7,0.0,2018-09-09
31611,85291,2018,9,10,10.8,0.3,0.2,2018-09-10
31612,85291,2018,9,11,9.4,4.1,0.0,2018-09-11
31613,85291,2018,9,12,4.7,-0.8,1.6,2018-09-12
31614,85291,2018,9,13,9.6,-1.2,0.2,2018-09-13
31615,85291,2018,9,14,9.4,2.3,0.0,2018-09-14
31616,85291,2018,9,15,4.2,4.2,0.0,2018-09-15
31617,85291,2018,9,16,-0.7,-5.6,11.0,2018-09-16
31618,85291,2018,9,17,3.6,-3.4,5.8,2018-09-17
31619,85291,2018,9,18,6.6,-1.0,0.0,2018-09-18
31620,85291,2018,9,19,-1.0,-3.1,17.6,2018-09-19
31621,85291,2018,9,20,2.9,-3.7,1.4,2018-09-20
31622,85291,2018,9,21,8.4,-1.8,0.2,2018-09-21
31623,85291,2018,9,22,8.2,2.2,0.0,2018-09-22
31883,85291,2019,6,9,6.0,2.7,0.0,2019-06-09
31884,85291,2019,6,10,3.8,3.1,4.2,2019-06-10
31885,85291,2019,6,11,9.6,1.5,4.4,2019-06-11
31886,85291,2019,6,12,,3.0,0.0,2019-06-12
31887,85291,2019,6,13,,-0.1,,2019-06-13
31888,85291,2019,6,14,,-0.2,3.0,2019-06-14
31889,85291,2019,6,15,,,3.6,2019-06-15
31890,85291,2019,6,16,3.7,-0.9,0.0,2019-06-16
31891,85291,2019,6,17,6.3,-0.4,0.0,2019-06-17
31892,85291,2019,6,18,,-0.3,0.0,2019-06-18
31893,85291,2019,6,19,-1.6,-3.4,16.0,2019-06-19
31894,85291,2019,6,20,-0.2,-2.9,11.6,2019-06-20
31895,85291,2019,6,21,-0.9,-2.7,12.8,2019-06-21
31896,85291,2019,6,22,-0.3,-2.8,4.4,2019-06-22
31897,85291,2019,6,23,1.5,-3.6,0.0,2019-06-23
31898,85291,2019,6,24,6.8,-3.5,0.0,2019-06-24
31899,85291,2019,6,25,6.1,-0.5,0.2,2019-06-25
31900,85291,2019,6,26,8.6,1.8,0.0,2019-06-26
31901,85291,2019,6,27,8.0,2.8,0.0,2019-06-27
31902,85291,2019,6,28,6.4,2.8,0.0,2019-06-28
31903,85291,2019,6,29,4.9,3.8,0.0,2019-06-29
31904,85291,2019,6,30,-0.9,-3.2,13.0,2019-06-30
31905,85291,2019,7,1,1.1,-2.8,0.8,2019-07-01
31906,85291,2019,7,2,,-2.2,0.0,2019-07-02
31907,85291,2019,7,3,3.0,-0.2,0.4,2019-07-03
31908,85291,2019,7,4,5.8,-1.3,0.2,2019-07-04
31909,85291,2019,7,5,7.5,1.3,0.0,2019-07-05
31910,85291,2019,7,6,8.0,2.7,0.0,2019-07-06
31911,85291,2019,7,7,6.2,2.2,0.0,2019-07-07
31912,85291,2019,7,8,1.9,1.8,6.2,2019-07-08
31913,85291,2019,7,9,,-2.0,1.8,2019-07-09
31914,85291,2019,7,10,1.4,-0.8,0.4,2019-07-10
31915,85291,2019,7,11,1.6,-2.7,7.0,2019-07-11
31916,85291,2019,7,12,2.4,-1.9,7.2,2019-07-12
31917,85291,2019,7,13,-1.3,-4.2,19.4,2019-07-13
31918,85291,2019,7,14,-0.3,-4.1,9.6,2019-07-14
31919,85291,2019,7,15,1.9,-1.8,40.8,2019-07-15
31920,85291,2019,7,16,1.6,-1.7,34.8,2019-07-16
31921,85291,2019,7,17,0.8,,5.6,2019-07-17
31922,85291,2019,7,18,,-1.8,6.6,2019-07-18
31923,85291,2019,7,19,3.1,-2.5,1.6,2019-07-19
31924,85291,2019,7,20,4.5,-1.5,0.2,2019-07-20
31925,85291,2019,7,21,1.7,0.5,0.0,2019-07-21
31926,85291,2019,7,22,4.0,-1.2,0.6,2019-07-22
31927,85291,2019,7,23,0.5,-1.0,3.0,2019-07-23
31928,85291,2019,7,24,4.1,-3.9,,2019-07-24
31929,85291,2019,7,25,7.5,,2.0,2019-07-25
31930,85291,2019,7,26,2.6,-0.3,0.0,2019-07-26
31931,85291,2019,7,27,1.8,0.0,6.4,2019-07-27
31932,85291,2019,7,28,3.9,-0.5,0.2,2019-07-28
31933,85291,2019,7,29,0.3,-1.0,0.8,2019-07-29
31934,85291,2019,7,30,4.4,-3.8,10.0,2019-07-30
31935,85291,2019,7,31,8.5,-3.1,0.2,2019-07-31
31936,85291,2019,8,1,2.7,1.2,0.0,2019-08-01
31937,85291,2019,8,2,5.1,-2.5,0.6,2019-08-02
31938,85291,2019,8,3,0.9,-2.4,0.0,2019-08-03
31939,85291,2019,8,4,-0.1,-1.5,5.8,2019-08-04
31940,85291,2019,8,5,2.9,-2.8,0.6,2019-08-05
31941,85291,2019,8,6,5.0,-2.2,0.4,2019-08-06
31942,85291,2019,8,7,3.4,-0.6,0.2,2019-08-07
31943,85291,2019,8,8,-1.5,-2.9,18.4,2019-08-08
31944,85291,2019,8,9,-3.0,-3.2,23.8,2019-08-09
31945,85291,2019,8,10,-1.6,-5.1,22.0,2019-08-10
31946,85291,2019,8,11,-0.3,-5.0,37.8,2019-08-11
31947,85291,2019,8,12,0.0,-4.6,37.2,2019-08-12
31948,85291,2019,8,13,0.8,-2.4,11.0,2019-08-13
31949,85291,2019,8,14,1.3,-1.2,10.0,2019-08-14
31950,85291,2019,8,15,3.2,-3.2,0.2,2019-08-15
31951,85291,2019,8,16,2.5,-0.1,0.2,2019-08-16
31952,85291,2019,8,17,4.9,-2.0,31.4,2019-08-17
31953,85291,2019,8,18,6.6,-0.5,0.0,2019-08-18
31954,85291,2019,8,19,-0.6,-5.1,12.6,2019-08-19
31955,85291,2019,8,20,2.0,-4.9,9.4,2019-08-20
31956,85291,2019,8,21,1.4,-0.7,5.6,2019-08-21
31957,85291,2019,8,22,3.0,-2.6,17.6,2019-08-22
31958,85291,2019,8,23,9.0,-5.3,10.6,2019-08-23
31959,85291,2019,8,24,5.1,0.8,0.0,2019-08-24
31960,85291,2019,8,25,-0.9,-3.1,18.6,2019-08-25
31961,85291,2019,8,26,0.0,-3.9,4.2,2019-08-26
31962,85291,2019,8,27,2.2,-2.9,1.0,2019-08-27
31963,85291,2019,8,28,0.0,-1.9,0.0,2019-08-28
31964,85291,2019,8,29,5.4,-4.3,19.2,2019-08-29
31965,85291,2019,8,30,8.3,-3.4,0.4,2019-08-30
31966,85291,2019,8,31,8.8,1.0,0.0,2019-08-31
31967,85291,2019,9,1,7.3,2.7,0.0,2019-09-01
31968,85291,2019,9,2,9.2,-0.7,8.4,2019-09-02
31969,85291,2019,9,3,8.9,1.2,0.0,2019-09-03
31970,85291,2019,9,4,6.6,2.1,0.0,2019-09-04
31971,85291,2019,9,5,7.5,1.2,0.0,2019-09-05
31972,85291,2019,9,6,0.9,-0.3,14.6,2019-09-06
31973,85291,2019,9,7,-1.2,-2.7,21.8,2019-09-07
31974,85291,2019,9,8,0.0,-2.8,24.8,2019-09-08
31975,85291,2019,9,9,-0.8,-4.1,44.0,2019-09-09
31976,85291,2019,9,10,4.9,-3.4,31.2,2019-09-10
31977,85291,2019,9,11,11.7,-1.2,,2019-09-11
31978,85291,2019,9,12,7.1,2.5,0.0,2019-09-12
31979,85291,2019,9,13,,-1.3,1.6,2019-09-13
31980,85291,2019,9,14,7.9,-2.0,0.0,2019-09-14
31981,85291,2019,9,15,8.7,-1.1,1.6,2019-09-15
31982,85291,2019,9,16,-1.4,-2.0,37.2,2019-09-16
31983,85291,2019,9,17,3.8,-5.0,8.4,2019-09-17
31984,85291,2019,9,18,7.6,-4.0,0.2,2019-09-18
31985,85291,2019,9,19,9.8,2.4,0.0,2019-09-19
31986,85291,2019,9,20,13.2,5.8,0.0,2019-09-20
31987,85291,2019,9,21,9.5,8.3,0.0,2019-09-21
31988,85291,2019,9,22,1.6,-3.0,21.4,2019-09-22
32249,85291,2020,6,9,6.8,1.0,,2020-06-09
32250,85291,2020,6,10,7.4,1.4,0.0,2020-06-10
32251,85291,2020,6,11,3.8,,,2020-06-11
32252,85291,2020,6,12,7.2,0.1,0.0,2020-06-12
32253,85291,2020,6,13,4.7,,0.0,2020-06-13
32254,85291,2020,6,14,3.7,-1.0,17.8,2020-06-14
32255,85291,2020,6,15,3.9,-0.8,2.6,2020-06-15
32256,85291,2020,6,16,3.8,2.2,0.4,2020-06-16
32257,85291,2020,6,17,3.8,-2.1,9.2,2020-06-17
32258,85291,2020,6,18,6.0,-1.4,0.2,2020-06-18
32259,85291,2020,6,19,5.1,2.3,0.0,2020-06-19
32260,85291,2020,6,20,5.2,2.7,6.0,2020-06-20
32261,85291,2020,6,21,1.2,-1.0,0.2,2020-06-21
32262,85291,2020,6,22,0.2,-1.2,4.2,2020-06-22
32263,85291,2020,6,23,3.3,-1.5,17.0,2020-06-23
32264,85291,2020,6,24,5.7,0.0,29.4,2020-06-24
32265,85291,2020,6,25,2.4,1.0,0.0,2020-06-25
32266,85291,2020,6,26,-0.4,-1.9,4.2,2020-06-26
32267,85291,2020,6,27,1.0,-3.0,4.2,2020-06-27
32268,85291,2020,6,28,3.5,-2.8,0.2,2020-06-28
32269,85291,2020,6,29,7.4,-1.8,0.0,2020-06-29
32270,85291,2020,6,30,3.6,-0.8,0.0,2020-06-30
32271,85291,2020,7,1,6.9,0.4,0.0,2020-07-01
32272,85291,2020,7,2,,,10.6,2020-07-02
32273,85291,2020,7,3,-0.6,-2.6,5.2,2020-07-03
32274,85291,2020,7,4,1.7,-3.8,21.4,2020-07-04
32275,85291,2020,7,5,0.7,-0.7,18.6,2020-07-05
32276,85291,2020,7,6,1.5,-1.0,5.6,2020-07-06
32277,85291,2020,7,7,5.1,-0.6,1.8,2020-07-07
32278,85291,2020,7,8,,-1.2,0.0,2020-07-08
32279,85291,2020,7,9,,0.7,0.0,2020-07-09
32280,85291,2020,7,10,5.3,0.4,0.0,2020-07-10
32281,85291,2020,7,11,3.4,1.2,0.0,2020-07-11
32282,85291,2020,7,12,1.3,-0.5,7.2,2020-07-12
32283,85291,2020,7,13,2.0,,66.8,2020-07-13
32284,85291,2020,7,14,1.9,-0.5,21.6,2020-07-14
32285,85291,2020,7,15,1.3,-1.6,0.2,2020-07-15
32286,85291,2020,7,16,3.5,-2.5,0.0,2020-07-16
32287,85291,2020,7,17,9.8,-2.2,,2020-07-17
32288,85291,2020,7,18,5.5,2.1,0.0,2020-07-18
32289,85291,2020,7,19,3.9,-0.4,0.0,2020-07-19
32290,85291,2020,7,20,-0.1,,4.8,2020-07-20
32291,85291,2020,7,21,1.4,-1.7,12.4,2020-07-21
32292,85291,2020,7,22,0.0,-1.9,0.2,2020-07-22
32293,85291,2020,7,23,5.2,-3.4,1.0,2020-07-23
32294,85291,2020,7,24,5.3,-2.6,0.0,2020-07-24
32295,85291,2020,7,25,5.2,1.3,0.0,2020-07-25
32296,85291,2020,7,26,4.4,0.3,0.0,2020-07-26
32297,85291,2020,7,27,3.1,,10.2,2020-07-27
32298,85291,2020,7,28,3.4,1.3,59.0,2020-07-28
32299,85291,2020,7,29,6.3,-0.4,5.0,2020-07-29
32300,85291,2020,7,30,,-1.2,3.8,2020-07-30
32301,85291,2020,7,31,7.6,-2.9,0.0,2020-07-31
32302,85291,2020,8,1,6.2,,,2020-08-01
32303,85291,2020,8,2,7.0,1.2,,2020-08-02
32304,85291,2020,8,3,5.1,0.8,0.0,2020-08-03
32305,85291,2020,8,4,-2.0,-6.5,3.6,2020-08-04
32306,85291,2020,8,5,-1.9,-6.8,15.4,2020-08-05
32307,85291,2020,8,6,0.0,-4.1,13.4,2020-08-06
32308,85291,2020,8,7,0.0,-4.9,1.0,2020-08-07
32309,85291,2020,8,8,2.3,-1.8,4.0,2020-08-08
32310,85291,2020,8,9,,-0.4,4.6,2020-08-09
32311,85291,2020,8,10,,-2.1,,2020-08-10
32312,85291,2020,8,11,8.9,-2.0,,2020-08-11
32313,85291,2020,8,12,3.1,,1.0,2020-08-12
32314,85291,2020,8,13,5.2,1.2,0.0,2020-08-13
32315,85291,2020,8,14,7.0,2.3,2.4,2020-08-14
32316,85291,2020,8,15,3.3,1.3,3.4,2020-08-15
32317,85291,2020,8,16,2.3,1.0,31.2,2020-08-16
32318,85291,2020,8,17,3.2,0.3,50.8,2020-08-17
32319,85291,2020,8,18,3.0,-0.8,1.8,2020-08-18
32320,85291,2020,8,19,0.1,-0.9,9.6,2020-08-19
32321,85291,2020,8,20,-0.4,-2.1,21.2,2020-08-20
32322,85291,2020,8,21,-1.4,-3.7,13.2,2020-08-21
32323,85291,2020,8,22,-1.9,-5.0,11.4,2020-08-22
32324,85291,2020,8,23,,-4.5,44.2,2020-08-23
32325,85291,2020,8,24,-0.7,-2.9,11.8,2020-08-24
32326,85291,2020,8,25,-0.1,-3.3,2.8,2020-08-25
32327,85291,2020,8,26,1.0,-2.8,2.0,2020-08-26
32328,85291,2020,8,27,3.8,-2.1,1.0,2020-08-27
32329,85291,2020,8,28,5.6,-2.7,5.2,2020-08-28
32330,85291,2020,8,29,9.3,-1.0,3.6,2020-08-29
32331,85291,2020,8,30,,4.4,0.0,2020-08-30
32332,85291,2020,8,31,0.1,-3.5,14.2,2020-08-31
32333,85291,2020,9,1,5.0,-4.5,6.0,2020-09-01
32334,85291,2020,9,2,9.7,-0.2,0.0,2020-09-02
32335,85291,2020,9,3,,2.9,0.0,2020-09-03
32336,85291,2020,9,4,,,,2020-09-04
32337,85291,2020,9,5,,-1.1,,2020-09-05
32338,85291,2020,9,6,,-0.6,,2020-09-06
32339,85291,2020,9,7,10.2,2.8,0.0,2020-09-07
32340,85291,2020,9,8,11.4,6.5,0.0,2020-09-08
32341,85291,2020,9,9,,-1.7,3.0,2020-09-09
32342,85291,2020,9,10,,-0.1,0.2,2020-09-10
32343,85291,2020,9,11,14.2,3.7,,2020-09-11
32344,85291,2020,9,12,6.1,3.6,0.8,2020-09-12
32345,85291,2020,9,13,,3.5,,2020-09-13
32346,85291,2020,9,14,5.0,-0.3,,2020-09-14
32347,85291,2020,9,15,9.7,-0.6,0.0,2020-09-15
32348,85291,2020,9,16,10.2,3.9,0.0,2020-09-16
32349,85291,2020,9,17,10.1,2.2,0.0,2020-09-17
32350,85291,2020,9,18,12.4,1.6,0.0,2020-09-18
32351,85291,2020,9,19,14.7,,0.0,2020-09-19
32352,85291,2020,9,20,8.2,6.8,0.2,2020-09-20
32353,85291,2020,9,21,8.6,,,2020-09-21
32354,85291,2020,9,22,,1.0,4.8,2020-09-22
32614,85291,2021,6,9,5.1,-2.5,1.6,2021-06-09
32615,85291,2021,6,10,4.6,,280.6,2021-06-10
32616,85291,2021,6,11,4.8,-0.9,16.6,2021-06-11
32617,85291,2021,6,12,,,41.2,2021-06-12
32618,85291,2021,6,13,,,7.2,2021-06-13
32619,85291,2021,6,14,3.9,0.7,0.2,2021-06-14
32620,85291,2021,6,15,4.8,0.4,2.2,2021-06-15
32621,85291,2021,6,16,2.5,0.8,0.0,2021-06-16
32622,85291,2021,6,17,1.6,-1.3,1.8,2021-06-17
32623,85291,2021,6,18,2.6,-1.1,3.8,2021-06-18
32624,85291,2021,6,19,1.9,-0.4,21.2,2021-06-19
32625,85291,2021,6,20,2.3,-0.9,0.2,2021-06-20
32626,85291,2021,6,21,,-0.7,0.0,2021-06-21
32627,85291,2021,6,22,5.3,0.3,0.0,2021-06-22
32628,85291,2021,6,23,3.4,1.2,0.2,2021-06-23
32629,85291,2021,6,24,4.1,2.0,8.6,2021-06-24
32630,85291,2021,6,25,1.7,-0.1,2.2,2021-06-25
32631,85291,2021,6,26,1.4,-0.4,12.6,2021-06-26
32632,85291,2021,6,27,4.1,-2.2,5.0,2021-06-27
32633,85291,2021,6,28,7.9,-1.9,0.2,2021-06-28
32634,85291,2021,6,29,7.2,1.1,0.0,2021-06-29
32635,85291,2021,6,30,3.7,0.7,0.0,2021-06-30
32636,85291,2021,7,1,6.1,1.5,0.2,2021-07-01
32637,85291,2021,7,2,3.6,1.0,0.0,2021-07-02
32638,85291,2021,7,3,-1.3,-3.9,3.8,2021-07-03
32639,85291,2021,7,4,-0.6,-3.9,1.4,2021-07-04
32640,85291,2021,7,5,0.2,-2.4,13.4,2021-07-05
32641,85291,2021,7,6,-0.1,-3.0,2.8,2021-07-06
32642,85291,2021,7,7,0.0,-2.9,0.0,2021-07-07
32643,85291,2021,7,8,,-3.5,0.0,2021-07-08
32644,85291,2021,7,9,6.1,-1.1,,2021-07-09
32645,85291,2021,7,10,3.6,-1.2,0.0,2021-07-10
32646,85291,2021,7,11,5.9,-0.6,0.0,2021-07-11
32647,85291,2021,7,12,2.8,-0.1,0.0,2021-07-12
32648,85291,2021,7,13,2.4,0.3,1.4,2021-07-13
32649,85291,2021,7,14,3.0,-0.7,0.4,2021-07-14
32650,85291,2021,7,15,3.0,-0.4,3.8,2021-07-15
32651,85291,2021,7,16,0.6,-0.4,5.2,2021-07-16
32652,85291,2021,7,17,0.8,-3.5,9.6,2021-07-17
32653,85291,2021,7,18,-0.1,-3.1,32.4,2021-07-18
32654,85291,2021,7,19,-0.1,-2.1,2.2,2021-07-19
32655,85291,2021,7,20,-0.1,-1.3,4.0,2021-07-20
32656,85291,2021,7,21,-0.4,-3.5,22.0,2021-07-21
32657,85291,2021,7,22,0.0,-3.1,7.6,2021-07-22
32658,85291,2021,7,23,-0.7,-3.3,0.2,2021-07-23
32659,85291,2021,7,24,-0.4,-2.6,0.8,2021-07-24
32660,85291,2021,7,25,,-5.0,13.6,2021-07-25
32661,85291,2021,7,26,2.3,-5.1,,2021-07-26
32662,85291,2021,7,27,4.3,0.3,1.2,2021-07-27
32663,85291,2021,7,28,2.0,1.3,2.0,2021-07-28
32664,85291,2021,7,29,-0.1,-3.1,9.2,2021-07-29
32665,85291,2021,7,30,2.7,-3.0,0.2,2021-07-30
32666,85291,2021,7,31,7.4,-2.0,0.8,2021-07-31
32667,85291,2021,8,1,-0.3,-2.4,19.8,2021-08-01
32668,85291,2021,8,2,2.5,-2.0,0.4,2021-08-02
32669,85291,2021,8,3,-0.5,-1.3,0.8,2021-08-03
32670,85291,2021,8,4,1.6,-2.9,11.8,2021-08-04
32671,85291,2021,8,5,1.5,-1.4,21.2,2021-08-05
32672,85291,2021,8,6,1.2,-0.4,0.4,2021-08-06
32673,85291,2021,8,7,0.9,-0.9,0.0,2021-08-07
32674,85291,2021,8,8,4.3,-2.0,5.4,2021-08-08
32675,85291,2021,8,9,3.5,-0.5,0.0,2021-08-09
32676,85291,2021,8,10,5.4,0.6,0.0,2021-08-10
32677,85291,2021,8,11,8.2,0.7,0.0,2021-08-11
32678,85291,2021,8,12,1.0,-1.9,12.6,2021-08-12
32679,85291,2021,8,13,2.3,-0.8,0.0,2021-08-13
32680,85291,2021,8,14,3.9,-0.6,0.0,2021-08-14
32681,85291,2021,8,15,3.3,0.0,0.2,2021-08-15
32682,85291,2021,8,16,0.3,-1.2,1.0,2021-08-16
32683,85291,2021,8,17,4.6,-1.3,19.2,2021-08-17
32684,85291,2021,8,18,7.7,-0.7,5.2,2021-08-18
32685,85291,2021,8,19,8.1,-0.4,0.0,2021-08-19
32686,85291,2021,8,20,4.2,1.3,0.0,2021-08-20
32687,85291,2021,8,21,5.6,1.3,0.4,2021-08-21
32688,85291,2021,8,22,7.6,2.2,0.0,2021-08-22
32689,85291,2021,8,23,0.4,0.3,17.0,2021-08-23
32690,85291,2021,8,24,-1.2,-3.5,36.6,2021-08-24
32691,85291,2021,8,25,-0.2,-3.3,20.8,2021-08-25
32692,85291,2021,8,26,0.0,-3.4,13.8,2021-08-26
32693,85291,2021,8,27,1.3,-1.9,3.8,2021-08-27
32694,85291,2021,8,28,5.8,-1.0,2.6,2021-08-28
32695,85291,2021,8,29,1.4,-0.5,1.4,2021-08-29
32696,85291,2021,8,30,3.2,-1.3,2.8,2021-08-30
32697,85291,2021,8,31,7.3,0.0,0.0,2021-08-31
32698,85291,2021,9,1,12.2,3.2,0.0,2021-09-01
32699,85291,2021,9,2,12.8,7.2,0.0,2021-09-02
32700,85291,2021,9,3,11.7,8.7,0.0,2021-09-03
32701,85291,2021,9,4,4.3,1.6,46.8,2021-09-04
32702,85291,2021,9,5,0.1,-1.5,49.4,2021-09-05
32703,85291,2021,9,6,2.0,-1.8,19.2,2021-09-06
32704,85291,2021,9,7,6.1,-1.1,0.6,2021-09-07
32705,85291,2021,9,8,8.3,-1.8,1.8,2021-09-08
32706,85291,2021,9,9,8.9,2.5,0.0,2021-09-09
32707,85291,2021,9,10,9.2,-0.7,0.0,2021-09-10
32708,85291,2021,9,11,11.7,0.3,0.0,2021-09-11
